is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1.0,0.0,11.93,22.0,1.06,0.0,11.4,0.5,0.0,0.0
0.0,0.0,5.94,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.47,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.73,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.69,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.07,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.47,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.36,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,8.32,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.43,18.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.46,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.06,22.0,0.0,0.0,7.1,0.8,0.0,1.0
1.0,0.0,8.49,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,9.28,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.45,14.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.41,21.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.02,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.94,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,8.78,20.0,,0.0,3.0,0.5,0.0,1.0
0.0,0.0,12.61,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,12.44,21.0,,0.0,4.8,0.1,0.0,1.0
1.0,0.0,8.05,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.69,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.93,19.0,1.88,0.0,52.4,2.2,0.0,0.0
0.0,0.0,5.61,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.25,13.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.65,0.0,,1.0,19.3,5.2,0.0,1.0
0.0,0.0,9.56,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.98,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.27,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,10.06,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,12.19,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.61,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.45,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,9.99,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.08,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,9.57,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.37,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.08,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,11.93,24.0,,4.0,3.9,0.4,0.0,0.0
0.0,0.0,7.32,20.0,,0.0,14.2,0.6,0.0,1.0
0.0,0.0,8.36,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,6.28,24.0,,2.0,0.0,0.0,0.0,1.0
0.0,0.0,5.12,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,10.0,1.26,0.0,23.6,1.7,0.0,0.0
1.0,0.0,5.98,21.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,32.0,0.99,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.42,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.87,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.17,22.0,,0.0,2.9,0.3,0.0,1.0
0.0,0.0,9.55,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.05,14.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,10.19,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.63,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.77,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,9.55,18.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,6.14,12.0,,1.0,0.0,0.0,0.0,1.0
1.0,1.0,12.12,20.0,,0.0,0.3,0.7,0.0,1.0
0.0,0.0,5.85,14.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.35,12.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,6.55,14.0,,1.0,0.0,0.0,0.0,1.0
1.0,1.0,8.85,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,24.0,,0.0,37.0,5.8,0.0,0.0
0.0,0.0,5.12,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,6.03,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.92,31.0,,0.0,0.3,0.0,0.0,0.0
1.0,1.0,11.92,24.0,,0.0,0.1,0.0,0.0,0.0
1.0,1.0,11.92,24.0,1.01,0.0,36.7,1.9,0.0,0.0
0.0,0.0,5.56,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,10.47,7.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,16.0,1.79,0.0,34.2,2.3,0.0,0.0
0.0,0.0,6.95,1.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,9.72,8.0,,1.0,6.5,0.6,0.0,1.0
0.0,0.0,12.34,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.17,33.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,8.55,14.0,0.0,0.0,14.4,0.8,3.0,1.0
1.0,0.0,8.82,21.0,,0.0,3.3,0.3,0.0,1.0
1.0,0.0,6.18,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,8.98,24.0,,1.0,27.1,9.4,0.0,1.0
1.0,0.0,11.92,21.0,0.33,0.0,31.4,5.0,0.0,0.0
1.0,1.0,10.09,59.0,,2.0,27.1,23.9,0.0,1.0
0.0,0.0,6.08,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,6.37,14.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.58,13.0,,0.0,1.6,0.2,0.0,1.0
1.0,0.0,11.92,19.0,1.78,1.0,30.3,1.3,0.0,0.0
0.0,0.0,9.42,32.0,,0.0,23.2,5.3,0.0,1.0
1.0,0.0,11.92,21.0,1.93,1.0,125.2,6.6,0.0,0.0
0.0,0.0,6.55,20.0,,2.0,0.0,0.0,0.0,1.0
1.0,0.0,11.89,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.41,21.0,,1.0,2.4,0.9,0.0,1.0
0.0,0.0,5.28,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.05,23.0,,3.0,0.0,0.0,0.0,1.0
0.0,0.0,8.32,12.0,0.0,0.0,4.9,0.6,0.0,1.0
0.0,0.0,6.19,53.0,,2.0,0.0,0.0,0.0,1.0
1.0,0.0,7.32,21.0,,0.0,2.9,0.1,0.0,1.0
1.0,0.0,11.92,22.0,1.16,0.0,19.5,2.0,0.0,0.0
1.0,1.0,12.76,10.0,0.57,0.0,22.3,4.4,0.0,1.0
0.0,0.0,7.47,24.0,0.0,0.0,7.5,1.5,0.0,1.0
1.0,0.0,8.52,19.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,17.0,1.95,0.0,7.3,0.8,0.0,0.0
0.0,0.0,5.37,15.0,1.86,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.04,0.0,,0.0,0.0,0.0,7.0,1.0
1.0,0.0,6.84,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,29.0,0.23,0.0,16.1,1.0,0.0,0.0
1.0,1.0,11.92,20.0,0.37,0.0,134.6,7.3,0.0,0.0
0.0,0.0,5.73,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,10.36,18.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,22.0,1.96,0.0,62.2,5.1,0.0,0.0
0.0,0.0,7.25,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,8.69,162.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,11.92,66.0,0.01,0.0,370.4,14.8,0.0,0.0
1.0,0.0,9.45,26.0,0.0,0.0,11.0,2.6,0.0,1.0
1.0,0.0,11.92,25.0,0.21,0.0,1.9,0.1,0.0,0.0
0.0,0.0,5.55,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.42,22.0,0.0,0.0,15.5,1.2,0.0,1.0
0.0,0.0,5.6,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,9.03,20.0,,0.0,2.1,0.4,0.0,1.0
1.0,0.0,7.39,13.0,,0.0,12.7,0.6,0.0,1.0
1.0,0.0,8.55,20.0,0.0,2.0,30.8,2.6,0.0,1.0
1.0,0.0,6.48,35.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.44,14.0,,1.0,0.0,0.0,0.0,1.0
0.0,0.0,5.25,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.85,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.13,17.0,0.0,1.0,2.5,0.1,0.0,1.0
1.0,0.0,11.92,22.0,0.07,0.0,64.1,7.1,0.0,0.0
1.0,0.0,11.74,24.0,,0.0,60.2,3.3,0.0,1.0
0.0,0.0,5.77,14.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.6,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,10.8,21.0,0.0,0.0,8.0,1.3,0.0,1.0
1.0,0.0,9.95,32.0,,0.0,5.6,0.3,0.0,1.0
1.0,1.0,11.92,71.0,1.16,0.0,86.3,2.9,0.0,0.0
0.0,0.0,5.6,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.92,22.0,1.44,0.0,70.2,2.5,0.0,0.0
0.0,0.0,10.09,20.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,10.46,19.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,5.79,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,8.35,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.64,20.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,11.36,56.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,6.57,21.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.33,13.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,8.1,75.0,,0.0,39.4,1.7,0.0,1.0
1.0,0.0,10.39,21.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,9.19,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,20.0,0.46,0.0,105.7,7.9,0.0,0.0
0.0,0.0,5.6,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,10.89,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.92,65.0,0.15,0.0,22.5,1.0,0.0,0.0
0.0,0.0,5.29,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.93,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.71,14.0,,0.0,2.0,0.5,0.0,1.0
0.0,0.0,11.92,12.0,,0.0,2.9,0.1,2.0,0.0
0.0,0.0,5.6,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,6.56,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.28,43.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,12.3,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.92,21.0,0.49,0.0,33.5,11.2,0.0,0.0
0.0,0.0,6.7,23.0,0.53,4.0,0.0,0.0,0.0,1.0
0.0,0.0,11.92,25.0,0.21,1.0,22.0,0.8,0.0,0.0
1.0,1.0,11.92,19.0,1.78,2.0,62.7,5.7,0.0,0.0
1.0,0.0,8.96,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,5.22,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.34,13.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,10.95,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.62,10.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.91,22.0,1.28,0.0,35.8,2.1,0.0,0.0
0.0,0.0,8.09,12.0,,0.0,1.5,0.2,0.0,1.0
0.0,0.0,5.84,15.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,11.91,24.0,,0.0,120.3,10.0,0.0,0.0
1.0,0.0,6.71,23.0,,2.0,0.0,0.0,0.0,1.0
0.0,0.0,7.62,23.0,,0.0,1.5,0.2,0.0,1.0
0.0,0.0,8.44,19.0,0.0,0.0,1.7,0.3,0.0,1.0
1.0,0.0,11.91,20.0,1.3,1.0,34.2,5.1,0.0,0.0
0.0,0.0,5.6,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.91,10.0,1.13,0.0,7.5,1.1,0.0,0.0
0.0,0.0,5.44,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.23,23.0,,0.0,4.2,0.3,0.0,1.0
0.0,0.0,6.88,24.0,,1.0,0.0,0.0,0.0,1.0
1.0,0.0,10.75,6.0,0.0,0.0,23.4,1.9,0.0,1.0
0.0,0.0,5.47,21.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.5,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.62,23.0,,0.0,0.5,0.0,0.0,1.0
1.0,0.0,9.46,25.0,0.0,0.0,34.0,2.3,0.0,1.0
1.0,0.0,11.05,30.0,0.0,0.0,115.1,7.0,0.0,1.0
1.0,0.0,5.44,21.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.8,22.0,1.17,0.0,51.4,6.5,0.0,0.0
1.0,1.0,11.8,25.0,1.68,0.0,51.6,5.1,0.0,0.0
1.0,1.0,11.8,57.0,,0.0,156.0,12.8,0.0,0.0
0.0,0.0,7.1,12.0,,0.0,15.0,0.8,0.0,1.0
1.0,0.0,7.15,0.0,,0.0,0.3,0.0,0.0,1.0
1.0,0.0,7.16,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,11.79,20.0,0.54,0.0,56.4,5.4,0.0,0.0
1.0,0.0,10.69,40.0,0.49,1.0,611.9,54.7,0.0,1.0
1.0,0.0,8.34,18.0,,0.0,11.2,0.6,0.0,1.0
1.0,0.0,7.71,0.0,,0.0,1.8,0.2,5.0,1.0
1.0,1.0,11.76,25.0,0.1,0.0,10.6,0.8,0.0,0.0
1.0,0.0,9.85,34.0,0.0,0.0,43.8,7.1,0.0,1.0
1.0,0.0,10.81,33.0,,0.0,7.7,1.2,0.0,1.0
0.0,0.0,6.67,13.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.74,3.0,,0.0,4.3,0.3,1.0,0.0
1.0,1.0,5.7,0.0,,0.0,0.0,0.0,6.0,1.0
1.0,0.0,10.9,22.0,0.0,0.0,44.3,5.2,0.0,1.0
1.0,0.0,9.19,24.0,,0.0,12.6,0.6,0.0,1.0
0.0,0.0,5.81,13.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,8.21,0.0,,0.0,11.6,0.6,6.0,1.0
